id,reviews,score,cleanliness,communication,checkIn,accuracy,location,value
774,20,4,0,1,0,4,2,2
775,8,1,3,0,0,5,0,1
776,15,5,4,4,5,2,0,2
777,4,1,4,3,0,2,5,0
778,20,5,2,3,3,4,5,3
779,27,5,3,2,3,2,3,3
780,3,5,5,3,0,3,5,2
781,3,3,5,2,3,1,4,0
782,7,2,1,1,2,5,4,3
783,23,0,5,4,1,4,1,5
784,5,0,2,4,4,2,0,3
785,10,3,3,0,2,3,0,3
786,9,2,2,3,4,0,4,4
787,9,2,0,2,1,2,5,2
788,17,1,0,5,5,5,3,2
789,1,5,4,0,0,1,0,3
790,21,1,3,5,0,5,4,1
791,25,2,2,5,4,0,5,5
792,9,3,5,5,1,5,4,2
793,6,1,1,1,1,0,3,0
794,22,3,1,5,5,5,5,2
795,25,5,2,1,2,3,2,5
796,28,4,1,5,3,1,5,0
797,14,3,3,1,4,1,3,4
798,9,3,3,4,4,2,4,4
799,9,0,4,1,4,4,0,2
800,0,1,2,5,1,2,3,2
801,24,1,5,3,1,4,1,0
802,23,1,0,4,2,3,5,2
803,16,5,1,0,5,1,0,4
804,0,0,5,0,4,4,1,1
805,16,3,0,2,2,3,1,0
806,26,3,4,3,3,0,3,3
807,10,1,4,2,3,4,1,0
808,24,5,0,4,5,2,0,1
809,21,2,0,4,4,1,4,2
810,20,3,2,3,0,4,2,3
811,0,4,1,3,5,0,0,0
812,19,0,5,2,1,2,0,3
813,25,4,4,4,5,1,4,5
814,13,5,5,5,4,1,1,0
815,15,3,4,5,2,4,5,4
816,19,4,3,4,0,1,0,3
817,8,5,1,0,1,4,5,3
818,3,1,4,2,4,1,2,5
819,20,1,5,4,2,5,1,2
820,11,3,2,2,5,4,4,4
821,6,0,0,0,5,5,4,5
822,6,4,3,0,3,1,1,0
823,17,5,4,1,2,3,5,3
824,27,2,1,2,1,3,1,3
825,0,5,0,2,4,0,0,5
826,4,3,5,0,3,4,4,4
827,13,4,3,0,4,3,1,3
828,19,5,4,5,3,4,3,4
829,24,5,0,4,5,1,1,3
830,29,3,4,2,1,4,0,4
831,5,0,5,3,3,2,4,3
832,15,5,2,5,1,4,1,5
833,14,1,4,4,1,0,0,0
834,28,0,5,1,2,2,0,1
835,29,4,5,5,3,4,3,0
836,19,4,3,2,5,4,3,3
837,9,3,5,1,3,3,5,2
838,13,3,1,4,3,5,3,2
839,11,4,3,1,2,1,4,1
840,23,5,2,3,2,0,5,2
841,14,2,2,5,2,1,1,0
842,12,0,3,4,0,1,2,1
843,17,0,2,2,2,5,4,5
844,0,4,2,4,1,2,0,4
845,20,0,0,3,4,3,3,3
846,16,4,1,1,2,0,2,0
847,11,3,3,4,1,0,3,4
848,1,3,2,1,4,2,0,3
849,13,5,4,2,1,3,3,3
850,19,3,2,5,4,3,3,2
851,28,4,2,1,4,2,2,4
852,24,2,5,2,3,0,3,5
853,7,4,4,2,4,2,4,3
854,20,0,0,1,3,1,5,5
855,14,5,3,0,5,2,2,1
856,12,5,4,3,2,3,1,3
857,8,0,1,5,3,5,2,2
858,14,4,0,3,2,2,1,5
859,7,2,2,3,1,4,5,4
860,23,5,5,2,1,0,4,4
861,15,1,2,5,5,0,2,2
862,15,3,2,3,2,2,3,2
863,6,4,4,5,5,5,1,2
864,4,3,5,5,5,3,0,2
865,10,5,5,2,0,2,5,5
866,5,3,5,3,1,5,4,2
867,11,5,2,1,4,2,4,0
868,2,1,0,2,2,5,1,4
869,23,5,1,4,2,2,4,0
870,25,2,2,2,4,2,2,4
871,24,1,2,4,1,2,3,1
872,29,3,2,2,3,4,0,4
873,14,4,1,3,0,0,4,2
874,28,4,5,2,0,2,0,5
875,0,0,4,5,4,2,0,4
876,26,1,5,0,0,4,0,4
877,27,0,3,5,2,5,0,0
878,27,3,1,3,5,3,5,5
879,9,3,1,4,2,3,1,1
880,11,0,0,2,0,4,0,4
881,1,1,1,0,5,2,3,4
882,24,5,5,5,3,2,1,3
883,13,3,3,5,3,2,2,5
884,24,0,0,1,2,1,1,1
885,9,5,0,1,4,5,3,1
886,29,1,3,1,3,0,1,0
887,1,2,1,0,2,3,5,1
888,29,2,0,4,0,2,0,5
889,23,5,0,4,3,4,1,0
890,10,3,0,1,5,4,4,2
891,4,0,4,0,5,4,1,0
892,22,3,5,5,0,2,3,4
893,20,3,2,5,5,5,1,5
894,1,3,5,5,4,0,4,5
895,29,1,2,3,4,2,1,3
896,17,4,3,2,1,3,3,3
897,19,0,5,2,5,1,3,0
898,0,0,4,3,2,3,0,5
899,9,4,5,2,4,0,2,2
900,6,0,4,1,0,1,5,1
901,25,4,3,5,2,1,3,1
902,21,2,0,1,4,4,3,5
903,7,1,4,5,1,5,0,0
904,23,0,2,0,5,5,4,1
905,22,2,2,5,0,3,5,0
906,28,1,4,5,5,0,4,2
907,11,1,5,1,2,4,4,2
908,8,0,2,4,2,5,2,2
909,4,1,5,1,4,5,0,1
910,24,4,1,3,0,1,0,5
911,1,1,2,5,0,1,2,3
912,8,0,5,5,1,5,3,0
913,25,5,3,3,4,0,5,2
914,28,1,3,0,1,0,2,2
915,3,0,3,3,1,2,2,5
916,26,0,0,5,3,5,4,2
917,27,1,4,3,4,2,0,5
918,23,0,0,0,4,0,1,5
919,2,3,4,2,1,2,5,5
920,15,5,5,5,3,0,3,5
921,12,1,3,2,4,5,2,2
922,4,0,5,3,4,4,3,1
923,26,1,4,4,2,4,0,3
924,14,1,3,4,3,3,5,0
925,4,3,1,0,1,1,1,0
926,28,0,2,2,1,1,3,0
927,29,4,5,1,2,1,5,3
928,15,2,3,3,4,5,4,4
929,11,4,3,5,4,4,4,4
930,12,4,4,5,1,5,3,5
931,18,2,1,2,0,3,0,2
932,15,3,3,3,3,4,5,1
933,13,1,1,4,4,1,0,5
934,16,2,1,2,2,5,2,2
935,19,2,5,1,4,3,5,4
936,5,3,4,5,4,1,1,4
937,22,5,5,1,3,1,3,0
938,15,2,4,3,1,2,2,1
939,24,5,4,2,3,3,2,5
940,9,0,2,3,0,1,1,4
941,8,0,5,0,3,4,2,5
942,22,1,0,3,2,3,5,3
943,7,3,0,2,1,4,2,1
944,14,3,1,3,4,1,0,1
945,24,1,4,1,1,1,3,3
946,28,4,5,1,4,5,0,1
947,11,3,5,3,2,2,2,1
948,8,2,5,2,3,4,5,4
949,10,0,0,1,4,5,5,2
950,22,4,5,2,0,1,2,4
951,3,5,1,2,2,2,1,3
952,21,1,0,2,4,5,3,1
953,29,2,2,1,0,5,5,0
954,0,0,2,2,3,4,1,3
955,4,5,1,5,1,0,1,3
956,28,3,2,5,5,5,4,2
957,8,2,4,2,3,2,4,1
958,12,3,2,5,4,3,3,3
959,8,0,5,4,3,2,3,1
960,17,3,4,5,0,4,1,3
961,4,5,0,5,1,2,0,1
962,2,0,1,1,4,3,1,3
963,15,2,0,3,4,5,3,5
964,15,5,2,5,0,4,5,4
965,24,4,3,1,2,4,0,2
966,0,4,5,1,0,3,1,3
967,17,2,5,0,5,2,4,4
968,25,1,1,2,2,2,2,1
969,22,1,3,3,2,1,5,5
970,17,5,2,4,4,1,3,2
971,5,1,4,1,1,1,4,1
972,6,5,4,1,1,3,0,4
973,9,2,5,2,1,2,4,2
974,15,0,0,2,0,0,0,1
975,27,1,2,2,4,5,2,5
976,10,3,3,0,5,5,1,2
977,4,5,4,5,3,5,2,4
978,20,0,5,2,5,3,3,3
979,22,1,3,4,1,1,4,0
980,24,2,3,3,4,5,4,1
981,17,4,4,0,0,1,0,3
982,13,4,2,1,4,5,0,0
983,10,5,4,2,0,3,1,5
984,16,5,4,2,0,4,1,5
985,27,2,3,2,0,5,0,4
986,20,5,0,3,5,0,2,4
987,15,4,1,4,0,4,5,4
988,10,1,4,5,5,0,1,0
989,18,5,4,1,3,2,3,5
990,18,2,1,0,5,3,0,1
991,16,3,2,5,3,1,5,3
992,8,0,5,0,1,1,1,5
993,25,0,2,2,3,0,5,5
994,17,0,1,5,4,1,3,2
995,8,1,5,2,2,0,3,3
996,1,2,1,5,0,2,4,0
997,13,3,3,2,5,2,1,1
998,17,5,5,4,3,0,1,0
999,4,4,0,1,5,3,2,5
1000,9,0,4,1,4,2,0,2
1001,28,1,0,5,4,5,2,0
1002,21,1,1,3,4,3,4,2
1003,25,3,0,4,2,0,1,0
1004,7,1,5,3,1,4,5,5
1005,15,1,1,1,0,1,0,1
1006,20,5,5,3,4,0,1,1
1007,11,2,1,2,4,2,4,3
1008,9,3,4,2,3,2,5,2
1009,15,1,1,1,4,1,4,0
1010,28,3,3,0,4,3,3,3
1011,28,0,4,1,0,0,2,0
1012,5,2,5,4,5,2,3,2
1013,9,1,5,0,5,4,5,3
1014,3,4,4,5,0,2,2,3
1015,17,2,5,4,2,3,3,4
1016,15,4,4,0,2,1,0,1
1017,4,0,2,3,2,2,5,4
1018,4,3,5,2,1,0,1,2
1019,21,4,2,1,5,3,3,1
1020,8,0,1,1,2,0,1,2
1021,4,0,4,5,2,4,3,0
1022,12,3,1,3,5,0,4,4
1023,18,2,0,4,0,0,3,0
1024,7,0,2,1,4,5,4,3
1025,0,1,4,5,5,1,1,5
1026,13,2,1,0,2,0,4,1
1027,29,4,4,5,1,5,2,3
1028,9,3,2,4,4,2,3,4
1029,21,3,3,0,2,2,2,2
1030,7,3,5,2,5,5,3,2
1031,28,0,0,1,5,1,5,3
1032,17,5,1,1,0,3,5,2
1033,0,3,0,0,2,4,3,3
1034,24,1,3,5,3,2,1,3
1035,12,1,0,2,5,0,3,1
1036,4,3,4,3,5,0,5,3
1037,27,3,2,2,0,3,5,4
1038,25,1,4,4,0,5,3,5
1039,10,0,4,4,1,3,0,3
1040,11,2,3,1,2,0,3,1
1041,5,1,1,2,1,3,1,3
1042,12,3,0,1,1,1,1,0
1043,29,5,1,4,1,3,3,0
1044,0,2,3,2,1,4,5,4
1045,6,2,4,3,0,2,5,5
1046,28,4,5,3,3,4,5,0
1047,7,0,3,5,5,5,1,4
1048,29,1,0,4,0,1,3,2
1049,16,2,5,5,0,1,4,1
1050,25,2,4,5,2,3,0,2
1051,20,5,4,0,1,3,4,3
1052,7,4,4,5,3,4,0,2
1053,6,5,1,3,0,5,5,1
1054,28,3,3,5,1,1,4,4
1055,26,4,4,4,2,4,5,2
1056,11,4,0,4,1,3,2,0
1057,0,0,3,5,5,5,1,4
1058,13,2,5,3,2,4,4,4
1059,17,1,4,0,2,3,3,0
1060,15,0,0,2,4,3,4,3
1061,18,1,3,2,3,3,0,0
1062,25,5,5,5,0,5,2,0
1063,1,4,1,4,4,5,1,3
1064,27,1,2,4,4,1,1,3
1065,2,3,0,3,5,1,3,0
1066,13,3,1,3,3,5,4,2
1067,1,3,4,2,5,1,4,1
1068,21,4,4,1,1,4,4,0
1069,25,0,2,0,2,1,2,5
1070,25,3,3,2,1,5,5,4
1071,7,3,1,2,2,5,3,5
1072,10,2,5,2,4,3,3,4
1073,17,3,4,2,2,3,0,1
1074,0,3,5,1,3,3,5,2
1075,7,4,3,5,2,4,0,1
1076,20,0,1,2,3,2,2,2
1077,16,0,5,4,1,2,3,0
1078,16,2,0,2,5,2,0,0
1079,7,2,4,5,3,2,0,5
1080,22,4,2,5,1,5,3,3
1081,2,3,5,1,3,3,3,5
1082,18,1,0,5,4,0,5,4
1083,6,1,1,3,5,0,1,4
1084,13,5,0,1,0,0,2,0
1085,13,5,0,2,0,4,2,1
1086,29,1,3,0,4,0,3,0
1087,15,1,3,5,2,2,3,1
1088,0,5,3,1,4,0,0,2
1089,1,2,0,4,3,0,3,2
1090,2,4,0,3,3,5,0,1
1091,19,1,3,4,0,4,3,3
1092,4,3,2,4,0,2,2,5
1093,2,1,4,1,0,3,4,3
1094,9,5,3,5,0,0,5,2
1095,22,1,5,0,1,5,4,5
1096,7,4,2,3,4,2,5,4
1097,19,5,2,2,5,2,2,4
1098,2,2,1,1,5,5,5,4
1099,27,5,0,2,5,2,4,0
1100,19,3,0,3,5,5,1,2
1101,12,4,3,3,4,1,1,2
1102,22,2,4,2,5,4,3,1
1103,15,0,4,0,4,3,5,0
1104,1,4,4,3,4,4,0,5
1105,16,4,5,5,0,5,0,4
1106,21,5,0,0,5,4,1,3
1107,24,3,0,0,3,2,0,5
1108,19,5,2,2,4,5,2,0
1109,3,5,1,3,3,3,2,2
1110,21,2,5,0,2,1,3,5
1111,5,1,5,3,5,5,3,2
1112,29,1,3,1,0,3,2,3
1113,0,4,4,2,4,3,0,0
1114,15,2,0,1,0,3,5,3
1115,12,2,3,0,0,5,1,5
1116,27,5,5,4,1,4,2,5
1117,6,4,2,0,2,5,2,3
1118,22,3,4,5,2,3,3,5
1119,20,2,1,3,5,3,3,0
1120,2,1,4,3,1,0,0,4
1121,26,5,5,3,3,5,2,4
1122,9,0,2,1,3,2,3,5
1123,29,4,4,3,5,0,2,2
1124,9,3,5,0,5,5,0,2
1125,23,5,5,0,0,4,5,5
1126,11,4,4,4,5,0,3,3
1127,6,0,1,1,5,3,2,2
1128,6,4,0,5,0,1,0,0
1129,18,0,4,0,1,4,4,0
1130,9,3,1,2,2,1,1,0
1131,20,3,5,0,5,2,2,0
1132,21,3,3,2,5,5,4,2
1133,22,1,4,0,5,4,5,1
1134,17,4,2,2,2,4,1,3
1135,5,4,3,1,4,5,1,5
1136,27,4,1,4,3,3,1,1
1137,22,3,2,4,5,2,5,1
1138,2,0,2,3,4,1,5,3
1139,6,1,1,5,1,3,3,3
1140,0,0,1,4,3,1,1,2
1141,13,3,0,5,2,1,1,2
1142,25,1,0,5,5,2,0,5
1143,23,0,2,5,5,4,5,2
1144,0,2,1,2,4,0,2,3
1145,16,1,0,4,5,2,2,2
1146,6,5,5,3,3,3,4,0
1147,2,4,3,1,3,1,0,5
1148,19,5,4,0,5,3,5,3
1149,2,2,1,1,0,2,0,4
1150,6,1,4,2,2,0,2,0
1151,9,2,5,1,2,5,5,4
1152,27,3,5,4,4,5,4,2
1153,16,5,2,2,5,5,4,5
1154,19,2,5,4,2,4,4,0
1155,29,5,4,1,3,1,5,4
1156,6,2,2,0,1,2,0,4
1157,21,1,0,3,2,1,0,2
1158,14,3,2,2,1,1,2,1
1159,11,5,4,2,0,5,1,2
1160,13,0,4,2,4,3,5,1
1161,16,3,0,0,1,4,5,5
1162,8,1,2,0,1,3,3,3
1163,6,0,4,4,5,3,3,0
1164,10,2,4,5,2,1,2,1
1165,17,0,0,1,4,4,3,1
1166,2,5,3,2,2,3,2,4
1167,0,3,3,4,5,3,1,4
1168,26,0,4,1,0,4,0,2
1169,12,3,3,2,2,0,5,0
1170,24,4,4,2,0,1,3,3
1171,16,1,5,3,5,1,1,1
1172,25,1,1,3,3,5,5,4
1173,13,0,5,2,2,2,5,1
1174,26,4,3,4,1,0,5,5
1175,22,0,1,0,0,2,4,4
1176,4,3,0,5,4,1,5,1
1177,21,2,1,2,2,3,5,2
1178,1,4,5,1,2,3,2,2
1179,14,5,2,5,1,2,2,4
1180,5,0,1,2,5,0,2,3
1181,0,0,5,3,5,2,0,4
1182,28,1,5,5,1,4,4,3
1183,16,4,2,5,5,1,2,4
1184,29,4,3,0,0,1,3,4
1185,14,0,4,0,0,4,1,4
1186,18,4,1,2,0,0,5,3
1187,27,5,3,4,1,5,3,0
1188,10,2,0,4,5,4,4,3
1189,11,2,2,0,2,5,0,5
1190,24,5,4,4,1,5,2,4
1191,27,1,3,4,2,1,1,2
1192,11,0,0,1,1,2,4,3
1193,24,2,0,2,1,4,5,3
1194,8,1,3,4,1,0,4,3
1195,5,5,5,0,2,4,3,1
1196,6,2,3,3,0,3,4,1
1197,14,0,0,3,4,2,0,1
1198,27,3,5,2,5,4,5,0
1199,28,1,5,1,4,2,0,5
1200,17,0,4,1,3,2,0,1
1201,4,3,2,1,0,2,0,0
1202,3,1,0,4,2,3,1,1
1203,26,4,4,2,3,2,3,2
1204,12,2,3,2,2,3,3,4
1205,17,4,1,0,5,1,5,5
1206,21,0,5,3,0,2,0,1
1207,25,1,3,3,2,2,4,0
1208,25,0,2,3,5,5,0,2
1209,18,5,5,5,4,1,3,4
1210,28,2,1,1,1,3,5,2
1211,14,2,4,1,1,3,1,5
1212,13,2,4,1,0,1,0,4
1213,26,3,1,4,5,5,4,5
1214,18,4,2,4,1,3,0,5
1215,25,1,5,2,2,5,2,3
1216,18,2,5,2,4,0,4,5
1217,4,5,4,2,5,2,2,1
1218,12,4,5,2,1,5,0,2
1219,21,5,4,1,5,2,0,1
1220,8,3,0,3,0,1,5,2
1221,9,4,0,3,5,3,3,4
1222,2,3,0,2,5,1,2,5
1223,15,1,3,5,1,1,3,0
1224,8,3,5,5,1,1,1,2
1225,11,2,1,1,1,2,4,3
1226,18,4,1,2,3,1,4,5
1227,6,3,5,0,0,1,5,2
1228,10,5,2,2,2,3,2,3
1229,16,3,3,3,5,3,4,3
1230,15,2,0,1,4,2,4,4
1231,13,2,2,5,3,5,2,2
1232,1,1,3,0,5,0,1,5
1233,26,4,2,4,4,5,3,2
1234,2,4,2,4,3,0,2,3
1235,23,5,0,5,5,3,1,1
1236,22,2,2,1,5,3,5,3
1237,21,4,0,4,1,3,1,4
1238,25,0,5,2,5,4,2,0
1239,11,5,2,3,5,0,2,5
1240,18,5,3,1,0,5,5,0
1241,26,2,2,5,5,2,5,5
1242,27,5,5,5,3,2,2,2
1243,16,5,4,4,3,0,0,5
1244,1,4,3,0,3,2,2,3
1245,10,3,1,5,3,3,3,4
1246,17,2,1,1,3,5,4,0
1247,5,4,0,0,1,4,5,5
1248,14,5,1,1,5,3,3,0
1249,20,1,5,0,5,0,3,2
1250,17,3,0,1,2,1,1,5
1251,13,4,1,2,0,0,2,5
1252,25,1,0,0,1,3,3,0
1253,16,5,0,4,2,1,2,4
1254,11,0,3,0,5,0,2,4
1255,1,2,2,2,4,1,4,3
1256,11,5,0,5,1,3,3,4
1257,1,2,5,0,1,5,4,1
1258,5,1,3,2,1,0,2,0
1259,7,2,0,3,1,3,3,4
1260,0,4,5,4,0,4,5,5
1261,16,0,4,3,4,2,2,2
1262,0,4,0,3,4,0,2,1
1263,23,1,0,2,1,3,1,3
1264,19,4,5,1,3,1,4,4
1265,19,0,5,1,2,3,4,0
1266,13,1,5,1,2,5,0,4
1267,17,5,4,4,4,0,0,0
1268,13,3,3,2,1,4,5,2
1269,11,5,0,2,0,5,4,4
1270,8,0,1,3,1,0,0,3
1271,28,2,2,1,4,3,0,4
1272,29,1,4,0,0,0,2,3
1273,4,3,1,0,0,0,3,4
1274,17,5,3,4,0,2,5,1
1275,24,0,4,4,2,5,5,2
1276,16,4,0,3,0,5,3,2
1277,18,0,4,4,4,3,4,2
1278,20,0,2,3,1,4,0,3
1279,3,1,3,3,1,0,2,3
1280,26,0,0,2,4,3,4,0
1281,16,2,1,0,1,4,2,5
1282,29,3,5,1,0,4,0,3
1283,7,3,5,1,1,5,0,5
1284,20,1,1,5,0,3,3,5
1285,0,5,1,1,0,0,1,4
1286,17,3,3,5,2,4,0,4
1287,14,3,0,0,2,4,5,1
1288,21,0,3,3,0,1,4,3
1289,11,5,1,0,0,5,2,4
1290,22,2,2,1,5,4,5,5
1291,7,0,5,4,4,3,4,4
1292,15,3,1,0,1,5,3,3
1293,6,0,4,1,2,3,2,2
1294,9,5,3,4,3,1,4,3
1295,7,1,0,3,4,3,3,1
1296,7,0,0,3,4,0,5,1
1297,24,1,5,0,1,1,2,1
1298,27,2,5,3,0,3,1,4
1299,17,0,4,3,3,2,0,0
1300,22,3,0,3,2,0,3,1
1301,20,2,1,0,4,4,5,2
1302,3,3,1,5,4,4,3,3
1303,9,4,0,3,5,4,1,0
1304,22,4,1,4,0,5,3,2
1305,10,5,2,5,1,3,0,2
1306,8,3,0,4,3,5,4,4
1307,28,2,3,3,3,3,1,0
1308,18,4,3,4,4,5,4,0
1309,3,0,5,1,5,4,1,5
1310,6,0,5,0,3,0,4,5
1311,5,5,4,4,1,4,0,2
1312,5,5,2,0,1,4,0,2
1313,12,0,4,3,4,4,2,5
1314,17,3,3,2,0,0,0,2
1315,6,3,4,0,2,0,0,3
1316,3,2,2,4,3,2,3,5
1317,0,5,0,5,0,3,2,3
1318,9,3,1,1,0,5,3,1
1319,2,2,5,3,0,4,2,1
1320,1,3,5,0,4,1,2,0
1321,20,5,4,4,2,3,2,1
1322,0,5,5,0,4,2,1,0
1323,11,3,2,4,4,0,4,4
1324,9,5,2,1,1,1,4,5
1325,2,0,0,2,1,5,4,2
1326,3,3,3,2,5,3,4,1
1327,26,1,0,0,3,2,4,2
1328,7,0,2,5,3,1,0,0
1329,6,3,3,0,3,1,3,0
1330,2,5,5,2,0,3,1,3
1331,24,3,1,0,1,2,4,5
1332,1,5,2,0,1,4,1,1
1333,8,3,0,1,2,5,5,3
1334,16,1,0,3,5,5,4,5
1335,9,1,4,1,5,2,4,2
1336,13,5,4,3,1,0,2,0
1337,13,4,3,3,4,4,2,1
1338,6,3,5,3,3,5,4,3
1339,27,2,4,5,1,3,1,0
1340,11,5,5,3,5,2,1,0
1341,28,5,1,2,4,5,1,0
1342,19,1,4,4,0,5,2,4
1343,21,5,4,1,2,4,3,4
1344,21,5,5,3,4,1,0,1
1345,11,5,2,1,5,1,0,1
1346,11,1,2,2,5,2,4,4
1347,0,4,3,4,0,5,0,1
1348,12,4,3,1,1,2,0,1
1349,4,2,2,1,0,3,5,2
1350,11,2,1,0,5,4,4,1
1351,21,2,4,2,4,3,0,3
1352,4,2,3,1,3,5,4,0
1353,9,0,3,4,5,2,3,4
1354,24,0,2,2,1,2,3,4
1355,0,2,1,3,0,1,1,5
1356,2,3,4,5,1,3,0,1
1357,10,1,2,1,4,4,2,0
1358,6,0,0,3,0,0,1,4
1359,8,5,2,1,0,4,1,1
1360,19,0,3,4,5,2,3,3
1361,7,0,2,5,2,5,5,2
1362,5,5,3,1,1,1,4,4
1363,24,2,2,2,4,5,1,3
1364,12,1,3,2,3,1,2,2
1365,23,5,3,3,4,5,2,1
1366,14,3,2,3,0,3,2,3
1367,9,3,4,1,0,5,0,4
1368,0,5,3,1,1,5,2,3
1369,9,3,4,3,1,3,3,0
1370,26,2,3,1,2,2,5,1
1371,24,5,3,5,2,0,1,2
1372,21,4,3,2,5,4,3,5
1373,26,2,1,2,0,2,1,3
1374,23,4,4,0,4,3,4,0
1375,3,5,4,5,3,5,4,3
1376,7,4,1,2,1,5,3,0
1377,21,3,0,0,0,5,3,0
1378,23,1,3,5,2,2,5,0
1379,0,5,1,0,0,0,3,2
1380,20,0,1,2,4,4,3,1
1381,6,3,4,5,3,5,4,3
1382,22,2,1,5,3,0,0,0
1383,16,3,3,3,0,4,1,1
1384,14,0,4,3,3,2,3,4
1385,25,2,3,2,2,2,5,3
1386,25,5,1,5,5,0,1,0
1387,21,4,1,3,5,0,3,4
1388,17,4,1,3,0,3,5,1
1389,1,1,5,0,0,0,0,5
1390,14,5,5,4,4,2,4,5
1391,25,1,3,1,4,1,1,1
1392,14,5,4,2,4,5,3,0
1393,6,3,3,2,5,5,1,0
1394,29,3,4,5,0,4,5,3
1395,25,1,5,0,3,2,3,2
1396,2,0,1,3,0,3,5,4
1397,18,5,2,1,4,2,1,5
1398,20,4,2,2,4,0,4,5
1399,29,4,2,2,1,3,0,5
1400,28,1,5,2,4,0,1,4
1401,4,1,4,2,5,0,0,4
1402,0,0,4,5,5,3,0,3
1403,13,2,5,5,3,3,0,0
1404,14,4,1,2,0,5,0,5
1405,5,3,5,3,1,4,4,5
1406,17,2,4,5,1,3,4,1
1407,24,3,0,5,5,1,3,3
1408,15,3,4,4,4,2,5,5
1409,29,0,4,4,5,5,1,3
1410,12,4,2,1,3,2,2,2
1411,21,2,0,5,3,4,5,0
1412,24,3,3,0,0,4,3,0
1413,1,1,2,0,3,1,5,3
1414,7,5,0,0,2,2,0,4
1415,17,2,5,0,1,4,0,2
1416,5,4,1,4,4,3,1,5
1417,0,3,1,1,1,3,2,0
1418,1,3,4,1,3,1,0,2
1419,12,2,5,4,0,2,1,4
1420,18,2,4,3,4,4,5,5
1421,23,0,2,2,1,3,5,0
1422,28,0,3,2,2,1,4,4
1423,19,0,2,5,0,2,0,0
1424,27,4,2,4,2,1,4,1
1425,27,1,0,4,4,3,0,1
1426,1,1,4,4,0,1,5,0
1427,16,3,0,4,1,1,3,4
1428,6,0,1,1,1,3,4,1
1429,17,0,1,3,1,4,3,1
1430,5,3,2,4,3,2,1,0
1431,28,0,5,1,3,3,5,2
1432,26,0,4,1,1,1,4,0
1433,29,1,2,5,0,2,0,1
1434,7,3,5,3,1,5,3,2
1435,16,2,1,4,3,1,1,2
1436,15,3,2,3,5,4,2,5
1437,25,5,5,4,3,0,0,1
1438,7,5,4,5,2,5,5,1
1439,1,1,2,2,5,5,3,0
1440,21,3,1,5,5,3,0,3
1441,20,2,0,4,5,5,5,4
1442,6,3,4,0,5,3,4,4
1443,1,0,5,3,5,3,4,5
1444,29,1,0,1,1,4,2,5
1445,8,3,3,5,2,1,5,0
1446,23,4,5,2,3,3,0,4
1447,25,4,3,3,2,0,0,4
1448,2,3,5,1,3,2,5,1
1449,5,4,5,5,1,4,0,1
1450,9,2,3,5,1,5,3,0
1451,28,5,1,5,3,1,3,5
1452,25,5,5,1,4,3,1,5
1453,28,4,4,0,0,0,3,0
1454,27,5,3,4,4,2,1,2
1455,10,1,4,0,3,1,1,0
1456,25,5,1,5,2,3,0,3
1457,1,1,5,4,4,2,3,4
1458,20,1,1,5,5,1,0,2
1459,25,5,2,1,3,4,3,0
1460,6,4,1,5,0,1,0,1
1461,8,0,0,0,5,1,1,3
1462,5,0,1,1,2,1,1,3
1463,13,3,2,1,5,0,1,1
1464,5,3,0,0,2,0,4,3
1465,25,1,3,2,0,0,1,0
1466,9,2,5,3,1,1,1,5
1467,8,1,0,5,2,3,1,2
1468,12,4,3,2,1,5,2,1
1469,7,2,2,1,0,5,3,4
1470,23,0,2,2,0,0,3,1
1471,15,2,4,3,4,1,0,5
1472,28,0,1,3,5,4,5,3
1473,24,0,5,2,0,3,3,5
1474,20,0,3,1,3,1,4,2
1475,21,5,3,2,4,3,5,0
1476,22,1,1,5,5,0,4,5
1477,9,3,3,5,0,1,0,1
1478,22,1,3,1,3,3,0,3
1479,14,3,4,3,5,0,5,5
1480,19,5,5,0,2,2,0,1
1481,17,5,1,1,3,1,3,5
1482,13,1,1,0,2,3,5,0
1483,13,2,2,3,2,5,5,5
1484,19,0,1,3,2,5,3,5
1485,17,2,3,2,3,4,0,2
1486,0,5,4,5,3,1,3,4
1487,25,2,5,0,1,5,3,1
1488,22,1,2,2,1,0,3,5
1489,26,2,0,5,3,3,3,4
1490,28,0,3,2,2,4,4,4
1491,8,4,1,1,1,1,1,1
1492,12,3,0,3,5,5,3,4
1493,27,4,2,5,4,3,3,0
1494,1,1,1,1,5,5,2,5
1495,22,0,2,3,2,4,4,2
1496,27,3,5,3,3,1,2,2
1497,24,4,1,3,1,3,4,4
1498,5,1,1,1,0,3,0,4
1499,24,1,5,1,1,5,4,5
1500,14,3,5,3,0,3,2,0
1501,11,0,1,3,1,5,4,5
1502,22,2,1,4,5,5,0,0
1503,24,5,5,1,0,0,5,5
1504,21,1,3,4,1,4,2,5
1505,16,3,4,2,0,3,3,1
1506,26,0,5,3,3,5,4,2
1507,23,4,4,5,5,0,5,5
1508,5,2,4,4,5,5,4,0
1509,7,1,5,0,0,2,2,5
1510,14,5,1,0,1,3,0,5
1511,14,4,2,1,5,2,3,3
1512,23,0,2,2,1,4,3,2
1513,18,0,5,4,0,1,0,5
1514,6,4,4,3,5,1,0,4
1515,26,0,2,0,1,1,3,1
1516,12,0,5,5,4,3,4,2
1517,12,3,5,3,2,5,0,5
1518,0,0,1,0,2,2,0,5
1519,10,0,4,1,2,2,1,3
1520,0,0,1,1,3,4,0,1
